"SourceKey","NewsSource","Headline"
12711,"axios.com","The blue wave threatening to crush Trumps re-election chances is growing"
12712,"axios.com","Podcast Vaccine reality check from Obamas CDC director"
12713,"axios.com","Counterintelligence chief names China Russia and Iran as top election security threats"
12714,"axios.com","Singaporean national in DC pleads guilty to serving as Chinese government agent"
12715,"axios.com","TikTok pressure could further harm Silicon Valleys relationship with China"
12716,"axios.com","Vulnerable Senate Republicans push to include clean energy in next coronavirus stimulus"
12717,"axios.com","The unemployment situation is really really bad"
12718,"axios.com","Hollywoods lost summer"
12719,"axios.com","Twitters torrent of woes"
12720,"axios.com","The pandemic is making schools even more unequal"
12721,"axios.com","China orders closure of US consulate in Chengdu"
12722,"axios.com","The mystery of long-term coronavirus patients"
12723,"axios.com","Exclusive poll Coronavirus sinks GOP governors in hard-hit states"
12724,"axios.com","Tech CEO hearing looks to be postponed"
12725,"axios.com","Pompeo calls for free world to rise up against China"
12726,"axios.com","Showdown over Ethiopian dam enters new phase after filling begins"
12727,"axios.com","Hearst chief resigns after report alleging toxic culture misconduct"
12728,"axios.com","Trump cancels Jacksonville portion of GOP convention"
12729,"axios.com","Trump bends Department of Homeland Security to his will"
12730,"alternet.org","Dr Fauci faces barrage of abuse and threats as the White House turned on him"
12731,"alternet.org","A kids cartoon show just had fact-check the White House press secretary"
12732,"alternet.org","The US is falling behind on COVID-19 testing again  and the effects are disastrous"
12733,"alternet.org","Heres why everyone is suddenly talking about Karen Bass as Bidens potential VP"
12734,"alternet.org","WATCH Kayleigh McEnany gets testy with CNN reporter for grilling her over Trumps Russia call"
12735,"alternet.org","Mary Trump brilliantly shuts down Meghan McCains accusation that shes attacking the president to get rich"
12736,"alternet.org","November is coming  and Trumps bungling is finally creating cracks in his support"
12737,"alternet.org","Republicans get raked over the coals for leaving town as fiscal cliff looms Going to lead to desperation for millions"
12738,"alternet.org","Trumps very-stable-genius plan to win re-election will be a total flop"
12739,"alternet.org","New polling reveals GOP governors disastrous handling of COVID-19 is coming back to bite them"
12740,"dailydot.com","If youve never played Psychonauts now is the time"
12741,"dailydot.com","Everything we know so far about Psychonauts 2"
12742,"dailydot.com","Should Brett Kavanaugh recuse himself from the Supreme Courts Facebook case?"
12743,"dailydot.com","While others shut QAnon down Facebook lets it thrive"
12744,"dailydot.com","Google reportedly sent people searching Black girls to porn updated"
12745,"dailydot.com","White House press secretary blasts the left for getting Paw Patrol canceled It didnt"
12746,"dailydot.com","11 online porn games that prove theres potential in sex gaming"
12747,"dailydot.com","Facebook adds 100 million to facial recognition settlement over tagged photos"
12748,"dailydot.com","Around your neck I flex this choke Video shows cops white supremacy rap"
12749,"dailydot.com","All the best trailers from San Diego Comic-Con so far"
12750,"dailycaller.com","Atlanta Mayor Brings Gun Control Credentials To Moms Demand Veepstakes"
12751,"dailycaller.com","FACT CHECK Did Bank Of America Pledge 1 Billion To Black Lives Matter?"
12752,"dailycaller.com","Today Is My Miracle Day Demi Lovato Thanks God For Giving Her Strength To Fight Through My Darkest Times"
12753,"dailycaller.com","Shanina Shaik Heats Things Up With Animal-Print Bikini Shots"
12754,"dailycaller.com","Reindeer Herders Stumble Upon Partially Intact Woolly Mammoth Skeleton In Siberia"
12755,"dailycaller.com","Sen Jim Inhofe Says He Will Fight To Make Sure Congress Does Not Remove Confederate Names From Military Bases"
12756,"dailycaller.com","Chiefs Quarterback Patrick Mahomes Reveals Biggest Surprise Of His Insane Contract"
12757,"dailycaller.com","Michael Cohen Released From Prison Again After Judge Rules His First Amendment Rights Were Violated"
12758,"dailycaller.com","Trump Signs 4 Executive Orders To Cut Cost Of Drug Prices In US"
12759,"dailycaller.com","Elton John Sued For Roughly 38M By Ex-Wife Renate Blaulel Due To Rocketman And Memoir"
12760,"dailycaller.com","Ivanka Stops By Denver Child Care Center Praises Child Care Providers And Educators For Their Work"
12761,"dailycaller.com","Trump Honors Former Track Phenom And Former Kansas Congressman Jim Ryun"
12762,"dailycaller.com","House Passes Massive Spending Package In Attempt To Avoid Shutdown"
12763,"dailycaller.com","FACT CHECK Viral Post Claims A COVID-19 Mobile Testing Truck Bears The Symbol Of The Egyptian God Anubis"
12764,"dailycaller.com","Heres Why Alabama Will Win The 2020 National Championship"
12765,"dailycaller.com","Report NYPD Chief Says DA Wont Prosecute Officers For Breaking Chokehold Ban"
12766,"dailycaller.com","Chinese Researcher With Military Ties Arrested After Hiding In San Francisco Consulate"
12767,"dailycaller.com","PATRIOTS EXCLUSIVE What The Corporate Media Wont Show You About The Portland Riots"
12768,"dailycaller.com","Feds Go Home Protest Leaders Say War Zone Demonstrations Havent Taken Away From Their Message"
12769,"dailycaller.com","Americans Have Turned Against China And Politicians Are Finally Taking Notice"
12770,"democracynow.org","Noam Chomsky Trump Is Using Pandemic to Enrich Billionaires as Millions Lose Work & Face Eviction"
12771,"democracynow.org","Man Woman Camera Person TV Noam Chomsky Responds to Trump Bragging He Aced a Dementia Test"
12772,"democracynow.org","Noam Chomsky on Trumps Troop Surge to Democratic Cities & Whether Hell Leave Office if He Loses"
12773,"democracynow.org","Watch Alexandria Ocasio-Cortez Fire Back on House Floor After Rep Yoho Calls Her An Fing Bitch"
12774,"democracynow.org","Headlines for July 24 2020"
12775,"democracynow.org","Paramilitary-Style Tactics in Portland Mirror Decades of US Violence on the Border & Abroad"
12776,"democracynow.org","Her Front Teeth Were Knocked Out Chicago Teen to Sue Police Officer Who Hit Her at a Protest"
12777,"democracynow.org","Philadelphia DA Larry Krasner on Mumia Abu-Jamal Police Corruption & Reexamining Old Cases"
12778,"democracynow.org","Philly DA Larry Krasner Trump Is a Wannabe Fascist I Will Charge His Agents If They Break Law"
12779,"democracynow.org","Headlines for July 23 2020"
12780,"democracynow.org","As COVID Spikes in California Latinx Workers Who Keep the State Going See Up to 5x the Deaths"
12781,"democracynow.org","Silence the Guns Africas CDC Head on Delayed Pandemic Health Equity & Dangers of War"
12782,"democracynow.org","COVID-19 Lays Bare South Africas Rampant Inequality & Fault Lines of Post-Apartheid Society"
12783,"democracynow.org","Headlines for July 22 2020"
12784,"democracynow.org","I Love My Students I Also Want to Live Teachers Demand Safety as Trump Pushes Schools to Reopen"
12785,"democracynow.org","Trump to Send Federal Troops to Protests in Chicago & Seattle Amid Violent Crackdown by Local Police"
12786,"democracynow.org","Camouflaged Goon Squads Outrage Legal Challenges in Portland as Federal Agents Snatch Protesters"
12787,"democracynow.org","Portland Protests Grow Despite Violent Crackdown from Militarized Federal Agents & Local Police"
12788,"democracynow.org","Headlines for July 21 2020"
12789,"democracynow.org","Remembering C T Vivian Civil Rights Icon MLK Called Greatest Preacher to Ever Live"
12790,"democracynow.org","Rep John Lewis on the Freedom Rides Surviving KKK Attacks 1963 March on Washington & Malcolm X"
12791,"democracynow.org","I Felt Like I Was Going to Die Civil Rights Icon John Lewis Recalls 1965 Bloody Sunday in Selma"
12792,"democracynow.org","Headlines for July 20 2020"
12793,"democracynow.org","Philadelphia Delays Unhoused Encampment Eviction as CDC Says Let Them Remain & Stop COVID Spread"
12794,"democracynow.org","Sonia Shah Its Time to Tell a New Story About Coronavirus  Our Lives Depend on It"
12795,"democracynow.org","This Is Trumps War US-Backed Saudi Bombing in Yemen Continues as Coronavirus Spreads"
12796,"democracynow.org","Headlines for July 17 2020"
12797,"democracynow.org","The Pandemic Could Get Much Much Worse Is Another Lockdown the Only Way to Avoid Catastrophe?"
12798,"democracynow.org","In Attempt to Intimidate Protesters 87 Face Felony Charges for Kentucky Sit-In for Breonna Taylor"
12799,"democracynow.org","COVID-Stricken Marc Lamont Hill New Floyd Video Shows Familiar Ritual of Racist Police Terror"
12800,"democracynow.org","Headlines for July 16 2020"
12801,"democracynow.org","Tucson Mayor Romero Slams Arizona Gov Ducey for Downplaying COVID & Hasty Reopening as ICUs Fill"
12802,"democracynow.org","The Left Remakes the World Amna Akbar on Canceling Rent Defunding Police & Where We Go from Here"
12803,"democracynow.org","As COVID-19 Cases Spike Epidemiologist Warns The Road to an Uncertain Vaccine Is Paved in Death"
12804,"democracynow.org","Headlines for July 15 2020"
12805,"democracynow.org","Trumps Fox Fave Tucker Carlson Goes Fishing After Lead Writer Resigns over Racist Online Comments"
12806,"democracynow.org","We Are Not Your Mascots Washington NFL Team Removes Racist Name After Years of Indigenous Protests"
12807,"democracynow.org","Release Is Only Way to Save Lives Migrant Families Face Separation as COVID Spreads in ICE Jails"
12808,"democracynow.org","Headlines for July 14 2020"
12809,"democracynow.org","Disability Rights Activists Take On Twin Pandemics of Racist Police Brutality & COVID-19"
12810,"democracynow.org","Attempted Lynching in Indiana No Arrests? Meet the Survivor Human Rights Commissioner Vauhxx Booker"
12811,"democracynow.org","As COVID Infections Soar Trump Attacks Dr Fauci CDC & Pushes Schools to Reopen at All Costs"
12812,"democracynow.org","Headlines for July 13 2020"
12813,"heavy.com","Imperial Triumphant  Alphaville"
12814,"heavy.com","Heavy Blogs Top 25 Albums of 2020 So Far"
12815,"heavy.com","Release Day Roundup  7/24/20"
12816,"heavy.com","Foot  The Balance of Nature Shifted"
12817,"heavy.com","Rotted Futures A Conversation with Steve Blanco of Imperial Triumphant"
12818,"heavy.com","EXCLUSIVE PREMIERE Listen to Yukon Delta National Wildlife Refuge Channel Godthåb On Latest Single"
12819,"heavy.com","Xythlia  Immortality Through Quantum Suicide"
12820,"heavy.com","Cinder Well  No Summer"
12821,"heavy.com","EXCLUSIVE PREMIERE Finlands Sepulchral Curse unleash a feast of riffs on Eyes Inside"
12822,"heavy.com","The Acacia Strain  Slow Decay"
12823,"heavy.com","Maps of Meaning  Michael Moorcock"
12824,"heavy.com","EXCLUSIVE PREMIERE Listen to Cinder Wells Emotional Single Our Ladys"
12825,"heavy.com","Rebel Wizard  Magickal Mystical Indifference"
12826,"heavy.com","Cool People Column  7/20/20"
12827,"heavy.com","Exclusive Premiere Arms of Tripolis One Way Plastic Will Get Your Limbs and Body Moving"
12828,"heavy.com","205  Post-humous-Metal"
12829,"heavy.com","Isaurian  Chains of Blue"
12830,"heavy.com","Post Rock Post // June 2020"
12831,"heavy.com","What Heavy Blog Is Really Listening To  7/17/20"
12832,"heavy.com","Release Day Roundup  7/17/20"
12833,"heavy.com","Bedsore  Hypnagogic Hallucinations"
12834,"heavy.com","Hey Listen to Astralborne"
12835,"heavy.com","Mora Prokaza  By Chance"
12836,"heavy.com","Hey Listen to Mindscar"
12837,"heavy.com","Lantern  Dimensions"
12838,"heavy.com","Into the Pit  Q2 2020"
12839,"heavy.com","Hey Listen to Dirt Woman"
12840,"heavy.com","Oceans of Slumber  Oceans of Slumber"
12841,"heavy.com","Unmetal Monday  7/13/2020"
12842,"heavy.com","Defeated Sanity  The Sanguinary Impetus"
12843,"heavy.com","EXCLUSIVE PREMIERE Sail Channel the Lockdown Energies Into Their Mannequin"
12844,"heavy.com","Release Day Roundup  7/10/20"
12845,"heavy.com","Valkyrie  Fear"
12846,"heavy.com","AMA Ask Metal Anything  June 2020"
12847,"heavy.com","Love Letter  Karnivool"
12848,"heavy.com","Skeleton  Skeleton"
12849,"heavy.com","Heavy Rewind  Vauxdvihls To Dimension Logic"
12850,"heavy.com","Hey Listen to Tombstoner"
12851,"heavy.com","Netherlands  Zombie Techno"
12852,"heavy.com","Hey Listen to Helen Svoboda"
12853,"heavy.com","sleepmakeswaves  These Are Not Your Dreams"
12854,"heavy.com","Hey Listen to My Atomic Majesty"
12855,"heavy.com","Cool People Column  7/6/20"
12856,"heavy.com","204  Emperor Of Sand Is The Best Mastodon Album"
12857,"heavy.com","Vile Creature  Glory Glory Apathy Took Helm"
12858,"heavy.com","Editors Picks  June 2020"
12859,"heavy.com","What Heavy Blog Is Really Listening To  7/3/20"
12860,"heavy.com","Release Day Roundup  7/3/20"
12861,"heavy.com","EXCLUSIVE PREMIERE Listen To Forêt Endormie As They Visit Les champs négligés"
12862,"heavy.com","Mystras  Castles Conquered and Reclaimed"
12863,"heavy.com","Deaths Door  June 2020"
12864,"heavy.com","EXCLUSIVE PREMIERE The Dark Third Are Back With A Problem For Another Time / Healing Knives"
12865,"heavy.com","Hum  Inlet"
12866,"heavy.com","Kvlt Kolvmn  June 2020"
12867,"heavy.com","EXCLUSIVE PREMIERE I Hear Sirens  Ad Caelum"
12868,"newser.com","Pandemic Creates Buffalo Blue Jays"
12869,"newser.com","NBA Superstar Raises Profile of Effort to Help Felons Vote"
12870,"newser.com","Hospital Must Turn Away Sickest COVID Patients"
12871,"newser.com","This Time COVID Not Sole Reason for Markets Fall"
12872,"newser.com","Michael Cohen Heads Home"
12873,"newser.com","No Mask No Burger"
12874,"newser.com","Rare Snoring Frogs Found in Place They Shouldnt Be"
12875,"newser.com","Republicans in Danger of Losing Senate"
12876,"newser.com","Woman Blasts Texas Governor on Virus Then Offers an Invite"
12877,"firstcoastnews.com","Starved her to death Brianna Williams friends say they think thats what happened to the 5-year-old"
12878,"firstcoastnews.com","Duval County Public School board votes 5-2 to approve 10-day delay to start of school year"
12879,"firstcoastnews.com","New COVID-19 testing sites open in parking lot of Yulee Fleming Island Target stores"
12880,"firstcoastnews.com","Hanna expected to bring heavy rain to southern Texas Gonzalo soon to weaken in the Caribbean"
12881,"firstcoastnews.com","President Trump cancels Jacksonville segment of Republican National Convention"
12882,"firstcoastnews.com","Police looking to identify suspect after reported burglary of Cedar Hills Estates business"
12883,"firstcoastnews.com","Universal Orlando cancels Halloween Horror Nights"
12884,"firstcoastnews.com","Jacksonville swimmer strikes Spanish gold"
12885,"firstcoastnews.com","Community reacts to President Trumps cancellation of the RNC in Jacksonville"
12886,"mintpressnews.com","Friends of the IDF Lobby Group Secures Forgivable US COVID Loans for Israeli Soldiers"
12887,"mintpressnews.com","US-Backed Coup Govt in Bolivia Suspends Elections for Third Time"
12888,"mintpressnews.com","Homeland Security Justifies Invasion of Portland by Claiming Shields and Gas Masks are Weapons"
12889,"mintpressnews.com","Tech Giants Eye Lucrative Rent Market as End to Eviction Moratorium Could Leave Millions Homeless"
12890,"mintpressnews.com","Anti-Diplomacy Danny Danon Ends Five Year Legacy of Israeli Hasbara at the UN"
12891,"mintpressnews.com","Could a New Palestinian-Israeli Prisoner Exchange Be in the Works?"
12892,"mintpressnews.com","As Congress Blocks Defunding the Pentagon Here Are Ten Things We Could Have Spent the Money On"
12893,"mintpressnews.com","Anger Over Israeli Decision to Demolish Palestinian COVID-19 Hospital Ahead of Deadly Second Wave"
12894,"mintpressnews.com","Israel Leaking Evidence of Its Involvement in Covert Iran Bombing Campaign that Threatens to Spark a Wider War"
12895,"mintpressnews.com","As US Courts Release Inmates amid COVID-19 Palestinian Political Prisoners Are Still Persecuted"
12896,"goodnewsnetwork.org","BeyondPlastic Awards For Innovative Packaging Bags that Melt When Boiled and Sustainable Toothpaste Tube"
12897,"goodnewsnetwork.org","After COVID Cancels All Flights One Man Sailed Solo Across the Atlantic to Reach His 90-Year-old Father"
12898,"goodnewsnetwork.org","Pandas Found a Moment Alone During COVID-19 Shutdowns to Have a Baby  Watch the Video"
12899,"goodnewsnetwork.org","Good News in History July 24"
12900,"goodnewsnetwork.org","Hanes Is Equipping Americas Homeless With 1 Million Masks to Ensure They Can Access Essential Businesses"
12901,"goodnewsnetwork.org","Japans New Bullet Train Designed With Natural Disasters and Earthquakes in Mind"
12902,"goodnewsnetwork.org","After Heroic Boy is Injured Saving Little Sis from Dog Attack He Wins PraiseAnd SurprisesFrom Avengers Watch"
12903,"goodnewsnetwork.org","High-School All-Girl All-Genius Robotics Team Creates Mobile Ventilator to Help Afghanistans Covid-19 Efforts"
12904,"goodnewsnetwork.org","Good News in History July 23"
12905,"goodnewsnetwork.org","Possible Breakthrough Coronavirus Treatment With Natural Protein Cuts Risk of Death and Serious Symptoms by 79"
12906,"goodnewsnetwork.org","After Years of Waking at 4am to Haul Trash Student is Accepted into HarvardAnd His Reaction is Pure Joy"
12907,"goodnewsnetwork.org","More Than One Million UK Citizens Have Quit Smoking During the COVID-19 Pandemic"
12908,"goodnewsnetwork.org","Alex Trebek Turns 80 Releases New Memoir From Lockdown The Answer Is"
12909,"goodnewsnetwork.org","Good News in History July 22"
12910,"goodnewsnetwork.org","2 Million People in India Gather to Plant 20 Million Trees Along the River Ganges  All While Social-Distancing"
12911,"goodnewsnetwork.org","Shaq Pulls Over to Help Florida Woman After Her Car Crashed"
12912,"goodnewsnetwork.org","Scientists Design Tiny First-of-its-Kind Video Camera Backpack to Film Ant-Man Perspective From Insects Back"
12913,"goodnewsnetwork.org","Mesmerize Yourself by Watching This Turkish Artist Paint Dazzling Designs on the Surface of Water"
12914,"goodnewsnetwork.org","Good News in History July 21"
12915,"goodnewsnetwork.org","GNN Does NOT Accept Political Ads But Despite This Ban They May Show Up Anyway"
12916,"thegrio.com","Canada court rules US is no longer safe for refugees"
12917,"thegrio.com","Schools dazed  HBCUs struggle to re-open amid coronavirus"
12918,"thegrio.com","Ebony Magazine forced into involuntary bankruptcy"
12919,"thegrio.com","Philly entrepreneur offers McDonalds employees higher-paying jobs on the spot"
12920,"thegrio.com","Ciara and Russell Wilson welcome baby boy"
12921,"thegrio.com","We cant trust Trump with our kids health"
12922,"thegrio.com","Facebook offers 650M settlement in facial recognition suit"
12923,"thegrio.com","Taraji P Henson to develop Empire spinoff with 20th Century Fox TV"
12924,"thegrio.com","Google Ad portal links searches for Black girls to porn"
12925,"thegrio.com","Kerry Washington speaks on powerful ACLU documentary The Fight"
12926,"thegrio.com","Tamar Braxtons boyfriend says shes taking care of her mental health"
12927,"thegrio.com","EPIX sets spinoff By Whatever Means Necessary The Times of Godfather of Harlem"
12928,"thegrio.com","Yankees Nationals teams kneel before national anthem"
12929,"thegrio.com","Man charged with murder in pregnant Indiana womans 2015 disappearance"
12930,"thegrio.com","Trump will consider pardon for associates named in Mueller investigation"
12931,"thegrio.com","Protesters go to Mayor Lightfoots home after approval of federal presence"
12932,"thegrio.com","LeBron James demands justice in Breonna Taylor shooting"
12933,"thegrio.com","Christopher Columbus statues taken down at 2 Chicago parks"
12934,"thegrio.com","Barack Obama to appear on Michelle Obamas podcast debut"
12935,"thegrio.com","A conversation with activist Rev Stephen A Green"
12936,"thegrio.com","LA woman stops Black Postmates driver from entering building in viral video"
12937,"thegrio.com","Rep Clyburn says this is the first thing Biden should do as president"
12938,"thegrio.com","Trump slams Obama over new Biden sit-down video"
12939,"thegrio.com","Meghan Markle Prince Harry sue over paparazzi shot of son Archie"
12940,"thegrio.com","Trump calls off Florida segment of GOP National Convention"
12941,"pantagraph.com","Updated 14 new McLean County COVID cases LaSalle Peoria counties issued COVID warnings by the state"
12942,"pantagraph.com","Peoria County one of 4 in Illinois on COVID warning level by state"
12943,"pantagraph.com","Logan County may consider another wind farm"
12944,"pantagraph.com","State announces 1532 additional COVID cases 19 new deaths"
12945,"pantagraph.com","LaSalle Peoria counties warned by state because of increase in COVID cases"
12946,"pantagraph.com","Watch now McLean Countys 1st rural COVID-19 test site draws residents in Colfax"
12947,"pantagraph.com","Flick Fact  What is a big pro sports issue that extends back to McLean County?"
12948,"pantagraph.com","Updated 18 new McLean County COVID cases 14 in LaSalle County"
12949,"pantagraph.com","1624 new COVID-19 cases announced in Illinois 20 deaths including in Douglas County"
12950,"pantagraph.com","Watch now How this Bloomington-Normal theater company brings the show to your door"
12951,"pantagraph.com","Watch now Health professional on COVID numbers Heading in the wrong direction"
12952,"pantagraph.com","Flick Fact What is the amazing difference between B-Ns and Peorias tallest buildings?"
12953,"pantagraph.com","Heres whats planned on former Bloomington Hardees site"
12954,"pantagraph.com","Watch now Illinois announces 1598 new COVID cases positivity rate at 32"
12955,"pantagraph.com","Flick Fact At the B-N restaurant Baxters whats in that name?"
12956,"pantagraph.com","Beer labels to feature Miller Park Zoo animals"
12957,"pantagraph.com","McLean County announces 1st rural COVID-19 testing site 17 new cases reported Tuesday"
12958,"pantagraph.com","Flick Fact Is it legal to wear short shorts at Illinois State Normal University?"
12959,"pantagraph.com","3 new COVID cases reported in McLean County increases in surrounding counties"
12960,"pantagraph.com","Watch now Normal Town Council is meeting Monday evening"
12961,"pantagraph.com","Veterans Corner Military funeral rites resume with restrictions"
12962,"pantagraph.com","Flick Fact What is Bloomington-Normals longtime tie to the Chicago Cubs?"
12963,"pantagraph.com","12 new McLean County cases of COVID-19 reported more than 300 people have recovered"
12964,"pantagraph.com","Central Illinois Strong to severe storms possible this afternoon"
12965,"pantagraph.com","Flick Meet the corny Normal family with a grain tribute in their front yard"
12966,"pjstar.com","There&rsquos no rush to deal with ethics"
12967,"pjstar.com","Out of the blue and into the orange Peoria County sees higher COVID-19 metrics"
12968,"pjstar.com","Extra unemployment aid expires as virus threatens new states"
12969,"pjstar.com","Applications sought for Marshall County judgeship"
12970,"pjstar.com","Bicyclist killed Thursday in accident identified by Coroner&rsquos office"
12971,"pjstar.com","Nick in the AM Compassion inclusion appear to be new Peoria bishop&rsquos calling cards"
12972,"pjstar.com","Malfunctioning oven suspected in fire at South Peoria residence"
12973,"pjstar.com","In VP search Biden has a known quantity in Susan Rice"
12974,"pjstar.com","Illinois college faculty calls for remote learning"
12975,"pjstar.com","Peoria-area Catholic schools to reopen this year with in-person or online classes"
12976,"pjstar.com","Illinois bar exam board reverses course will move to remote test this year"
12977,"pjstar.com","AP-NORC poll Nearly half say job lost to virus wont return"
12978,"pjstar.com","Always rocky China-US relations appear at a turning point"
12979,"pjstar.com","Fraud reports for unemployment assistance flood into IDES"
12980,"pjstar.com","LIVE VIDEO President Trump awards Medal of Freedom to Jim Ryun"
12981,"pjstar.com","Nita Sunderland left a legacy of fine sculpture in Peoria"
12982,"pjstar.com","Early-morning South Peoria house fire blamed on electrical problem"
12983,"pjstar.com","Bradley announces COVID-19 outbreak among student-orientation personnel"
12984,"pjstar.com","Five more Peoria County Jail inmates positive for COVID-19"
12985,"pjstar.com","Real-estate transactions July 24 2020"
12986,"dailyvoice.com","Former Candidate For Connecticut Governor Struck By Vehicle While Jogging"
12987,"dailyvoice.com","COVID-19 Some CT School Districts Finalize Reopening Plans"
12988,"dailyvoice.com","Litchfield County Man Sentenced For Role In Heroin Fentanyl Trafficking Ring"
12989,"dailyvoice.com","COVID-19 Boston Beer Makers Of Sam Adams Dogfish Head Lost 14 Million To Pandemic"
12990,"dailyvoice.com","Healthcare Provider In Fairfield County Ordered To Pay 354K For Improper Billing"
12991,"dailyvoice.com","COVID-19 Former FDA Chief Who Lives In Fairfield County Warns CT Schools Could Close Again"
12992,"dailyvoice.com","Woman Accused Of Vandalizing Spa In Fairfield County"
12993,"dailyvoice.com","Norwalk Felon Had Loaded Rifle With Obliterated Serial Number Feds Say"
12994,"dailyvoice.com","Three Minors Charged With Stealing Signs From Residents Lawns In Fairfield County"
12995,"dailyvoice.com","COVID-19 List Of Hand Sanitizers To Avoid Grows To More Than 75 FDA Says In New Warning"
12996,"ctmirror.org","Gov Lamont makes workers comp more accessible for essential workers sickened by COVID-19"
12997,"ctmirror.org","Anthem ConnectiCare seek premium increases for 2021 health plans"
12998,"ctmirror.org","Connecticut says some nursing homes can stop testing residents for COVID-19"
12999,"ctmirror.org","Police reform measure passes a divided House"
13000,"ctmirror.org","Blue Lives Black Lives and sharp lines on police accountability bill"
13001,"ctmirror.org","As 600 weekly unemployment benefits end a wave of evictions is expected in CT"
13002,"ctmirror.org","Biden raised more campaign cash in CT in June but Trump has plenty of donors in the state"
13003,"ctmirror.org","Thanking Connecticuts educated teachers"
13004,"ctmirror.org","In the time of the coronavirus should the Connecticut legislature change its rules?"
13005,"ctmirror.org","House endorses no-excuse absentee voting for November"
13006,"ctmirror.org","CT faith leaders amplify support for police accountability bill"
13007,"ctmirror.org","One patient falsely classified by CT as COVID-19 positive later died"
13008,"ctmirror.org","Connecticut House tackles legislating in age of COVID-19"
13009,"ctmirror.org","House panel splits along party lines on school reopening during pandemic"
13010,"ctmirror.org","House passes bills capping insulin costs permitting broader telehealth services"
13011,"ctmirror.org","Gov Lamont throws out a first pitch  to the Toronto Blue Jays"
13012,"ctmirror.org","Lawmakers will debate two health care bills today Heres what they would do"
13013,"ctmirror.org","Ned the Enforcer"
13014,"ctmirror.org","Dont delay getting currently available vaccines for you and your children"
13015,"ctmirror.org","Congress must act now to protect nursing home residents"
13016,"ctmirror.org","Judge approves COVID-19 prison lawsuit over inmate objections"
13017,"ctmirror.org","Pfizer with a Connecticut presence gets 195 billion to develop COVID-19 vaccine"
13018,"ctmirror.org","Analyzing Connecticuts response to COVID-19 in nursing homes in anticipation of a second wave"
13019,"ctmirror.org","The governor says its safe to reopen schools but will teachers return?"
13020,"ctmirror.org","Lawmakers want details on the health of the 90 patients falsely diagnosed with coronavirus"
13021,"ctmirror.org","A Phillip Randolph  the link between transportation and civil rights"
13022,"ctmirror.org","We need green jobs not a fracked gas power plant in Killingly"
13023,"ctmirror.org","Child care is in crisis and without it the economy cant reopen"
13024,"ctmirror.org","Discriminating dining?  Connecticuts subtle racism toward Asian-Americans"
13025,"ctmirror.org","US House approves massive defense bill with billions for CT-made weapons systems"
13026,"ctmirror.org","Bond commission approves 550 M in financing for capital projects  but partisan debate over borrowing continues"
13027,"ctmirror.org","Police accountability bill revives decades-long debate about investigative subpoena power"
13028,"ctmirror.org","The police reform bill as written will inhibit proactive and community policing"
13029,"ctmirror.org","The return to school Lets have it both ways"
13030,"ctmirror.org","Are you feeling great again yet?"
13031,"ctmirror.org","Lamont pledges to add 1000 fine force of law to his travel quarantine policy"
13032,"ctmirror.org","CT Supreme Court tosses GOP challenge to mail-in voting"
13033,"ctmirror.org","Connecticut misdiagnosed elderly patients as COVID-19-positive"
13034,"ctmirror.org","Lamont nominates Christine E Keller to Supreme Court"
13035,"ctmirror.org","Steady Habits As deadlines loom could Connecticut face an eviction crisis?"
13036,"newsy.com","Virginia State Capitol Removes Confederate Monuments"
13037,"newsy.com","CDC Expects COVID-19 To Be A Leading Cause Of US Deaths In 2020"
13038,"newsy.com","Could CBD Help Fight Severe Cases Of COVID-19?"
13039,"newsy.com","TikTok Poses Similar Data And Privacy Risks As Facebook Google"
13040,"newsy.com","Emirates Is The First Airline To Offer To Cover COVID-19 Medical Costs"
13041,"newsy.com","Spain Pulls Back On Summer Holiday Season As COVID-19 Cases Spike"
13042,"newsy.com","Struggling Universities Pay Lobbyists To Find More Coronavirus Aid"
13043,"newsy.com","Redesigning Hollywood How Will Variety Shows Look After The Pandemic?"
13044,"newsy.com","President Trump Considers Pardoning Some Implicated In Mueller Probe"
13045,"newsy.com","England Enacts Face Mask Mandate"
13046,"newsy.com","Protesters In Israel Are Met With Water Cannons"
13047,"newsy.com","Pres Trump Shakes Up Messaging And Campaign 100 Days Before Election"
13048,"newsy.com","Hiring For Diversity And Inclusion Roles Up After Floyd Protests"
13049,"newsy.com","Movie Studios Shake Up Their Release Schedules Amid Pandemic"
13050,"newsy.com","China Orders Closure Of US Consulate In Western City Of Chengdu"
13051,"newsy.com","Democrats Have An Edge In The 2020 Race For Congress"
13052,"newsy.com","COVID-19 Public Health Emergency Renewed By Trump Administration"
13053,"newsy.com","Pandemic Parenting How Can I Support Educators?"
13054,"newsy.com","CDC Supports Getting Students Back Into The Classroom"
13055,"newsy.com","Ex-Officer Derek Chauvin Charged With Multiple Counts Of Tax Evasion"
13056,"newsy.com","President Trump Cancels Florida Segment Of GOP National Convention"
13057,"newsy.com","DOJ Watchdog Investigating Federal Agents Actions In DC Portland"
13058,"newsy.com","Senate Republicans White House Divided On Next Round Of Relief"
13059,"newsy.com","Minnesota Governor Signs Police Reform Bill Banning Neck Restraints"
13060,"newsy.com","Judge Orders Michael Cohen Released From Prison"
13061,"newsy.com","NFL Washington Redskins Temporarily Renamed Washington Football Team"
13062,"newsy.com","Thousands Of Green Card Lottery Winners Out Of Luck Due To Trumps Ban"
